Year,Education,Gender,Area,Major,Graduates,Employed
2019,32 Vocational upper secondary education and training,Males,South Karelia,Education,,
2019,32 Vocational upper secondary education and training,Males,Etelä-Savo,Education,,
2019,32 Vocational upper secondary education and training,Males,Pohjois-Savo,Education,,
2019,32 Vocational upper secondary education and training,Males,North Karelia,Education,,
2019,32 Vocational upper secondary education and training,Males,Central Finland,Education,,
2019,32 Vocational upper secondary education and training,Males,South Ostrobothnia,Education,,
2019,32 Vocational upper secondary education and training,Males,Ostrobothnia,Education,,
2019,32 Vocational upper secondary education and training,Males,Central Ostrobothnia,Education,,
2019,32 Vocational upper secondary education and training,Males,North Ostrobothnia,Education,,
2019,32 Vocational upper secondary education and training,Males,Kainuu,Education,,
2019,32 Vocational upper secondary education and training,Males,Lapland,Education,,
2019,32 Vocational upper secondary education and training,Males,Åland,Education,,
2019,32 Vocational upper secondary education and training,Males,Unknown,Education,,
2019,32 Vocational upper secondary education and training,Females,Total,Education,2,
2019,32 Vocational upper secondary education and training,Females,Uusimaa,Education,,
2019,32 Vocational upper secondary education and training,Females,Varsinais-Suomi,Education,,
2019,32 Vocational upper secondary education and training,Females,Satakunta,Education,,
2019,32 Vocational upper secondary education and training,Females,Kanta-Häme,Education,,
2019,32 Vocational upper secondary education and training,Females,Pirkanmaa,Education,,
2019,32 Vocational upper secondary education and training,Females,Päijät-Häme,Education,,
2019,32 Vocational upper secondary education and training,Females,Kymenlaakso,Education,,
2019,32 Vocational upper secondary education and training,Females,South Karelia,Education,,
2019,32 Vocational upper secondary education and training,Females,Etelä-Savo,Education,,
2019,32 Vocational upper secondary education and training,Females,Pohjois-Savo,Education,,
2019,32 Vocational upper secondary education and training,Females,North Karelia,Education,,
2019,32 Vocational upper secondary education and training,Females,Central Finland,Education,,
2019,32 Vocational upper secondary education and training,Females,South Ostrobothnia,Education,,
2019,32 Vocational upper secondary education and training,Females,Ostrobothnia,Education,1,
2019,32 Vocational upper secondary education and training,Females,Central Ostrobothnia,Education,,
2019,32 Vocational upper secondary education and training,Females,North Ostrobothnia,Education,1,
2019,32 Vocational upper secondary education and training,Females,Kainuu,Education,,
2019,32 Vocational upper secondary education and training,Females,Lapland,Education,,
2019,32 Vocational upper secondary education and training,Females,Åland,Education,,
2019,32 Vocational upper secondary education and training,Females,Unknown,Education,,
2019,33 Further qualification,Both sexes,Total,Education,,
2019,33 Further qualification,Both sexes,Uusimaa,Education,,
2019,33 Further qualification,Both sexes,Varsinais-Suomi,Education,,
2019,33 Further qualification,Both sexes,Satakunta,Education,,
2019,33 Further qualification,Both sexes,Kanta-Häme,Education,,
2019,33 Further qualification,Both sexes,Pirkanmaa,Education,,
2019,33 Further qualification,Both sexes,Päijät-Häme,Education,,
2019,33 Further qualification,Both sexes,Kymenlaakso,Education,,
2019,33 Further qualification,Both sexes,South Karelia,Education,,
2019,33 Further qualification,Both sexes,Etelä-Savo,Education,,
2019,33 Further qualification,Both sexes,Pohjois-Savo,Education,,
2019,33 Further qualification,Both sexes,North Karelia,Education,,
2019,33 Further qualification,Both sexes,Central Finland,Education,,
2019,33 Further qualification,Both sexes,South Ostrobothnia,Education,,
2019,33 Further qualification,Both sexes,Ostrobothnia,Education,,
2019,33 Further qualification,Both sexes,Central Ostrobothnia,Education,,
2019,33 Further qualification,Both sexes,North Ostrobothnia,Education,,
2019,33 Further qualification,Both sexes,Kainuu,Education,,
2019,33 Further qualification,Both sexes,Lapland,Education,,
2019,33 Further qualification,Both sexes,Åland,Education,,
2019,33 Further qualification,Both sexes,Unknown,Education,,
2019,33 Further qualification,Males,Total,Education,,
2019,33 Further qualification,Males,Uusimaa,Education,,
2019,33 Further qualification,Males,Varsinais-Suomi,Education,,
2019,33 Further qualification,Males,Satakunta,Education,,
2019,33 Further qualification,Males,Kanta-Häme,Education,,
2019,33 Further qualification,Males,Pirkanmaa,Education,,
2019,33 Further qualification,Males,Päijät-Häme,Education,,
2019,33 Further qualification,Males,Kymenlaakso,Education,,
2019,33 Further qualification,Males,South Karelia,Education,,
2019,33 Further qualification,Males,Etelä-Savo,Education,,
2019,33 Further qualification,Males,Pohjois-Savo,Education,,
2019,33 Further qualification,Males,North Karelia,Education,,
2019,33 Further qualification,Males,Central Finland,Education,,
2019,33 Further qualification,Males,South Ostrobothnia,Education,,
2019,33 Further qualification,Males,Ostrobothnia,Education,,
2019,33 Further qualification,Males,Central Ostrobothnia,Education,,
2019,33 Further qualification,Males,North Ostrobothnia,Education,,
2019,33 Further qualification,Males,Kainuu,Education,,
2019,33 Further qualification,Males,Lapland,Education,,
2019,33 Further qualification,Males,Åland,Education,,
2019,33 Further qualification,Males,Unknown,Education,,
2019,33 Further qualification,Females,Total,Education,,
2019,33 Further qualification,Females,Uusimaa,Education,,
2019,33 Further qualification,Females,Varsinais-Suomi,Education,,
2019,33 Further qualification,Females,Satakunta,Education,,
2019,33 Further qualification,Females,Kanta-Häme,Education,,
2019,33 Further qualification,Females,Pirkanmaa,Education,,
2019,33 Further qualification,Females,Päijät-Häme,Education,,
2019,33 Further qualification,Females,Kymenlaakso,Education,,
2019,33 Further qualification,Females,South Karelia,Education,,
2019,33 Further qualification,Females,Etelä-Savo,Education,,
2019,33 Further qualification,Females,Pohjois-Savo,Education,,
2019,33 Further qualification,Females,North Karelia,Education,,
2019,33 Further qualification,Females,Central Finland,Education,,
2019,33 Further qualification,Females,South Ostrobothnia,Education,,
2019,33 Further qualification,Females,Ostrobothnia,Education,,
2019,33 Further qualification,Females,Central Ostrobothnia,Education,,
2019,33 Further qualification,Females,North Ostrobothnia,Education,,
2019,33 Further qualification,Females,Kainuu,Education,,
2019,33 Further qualification,Females,Lapland,Education,,
2019,33 Further qualification,Females,Åland,Education,,
2019,33 Further qualification,Females,Unknown,Education,,
2019,41 Specialist qualification,Both sexes,Total,Education,82,71
2019,41 Specialist qualification,Both sexes,Uusimaa,Education,21,17
2019,41 Specialist qualification,Both sexes,Varsinais-Suomi,Education,5,
2019,41 Specialist qualification,Both sexes,Satakunta,Education,3,
2019,41 Specialist qualification,Both sexes,Kanta-Häme,Education,4,
2019,41 Specialist qualification,Both sexes,Pirkanmaa,Education,6,
2019,41 Specialist qualification,Both sexes,Päijät-Häme,Education,2,
2019,41 Specialist qualification,Both sexes,Kymenlaakso,Education,5,
2019,41 Specialist qualification,Both sexes,South Karelia,Education,3,
2019,41 Specialist qualification,Both sexes,Etelä-Savo,Education,,
2019,41 Specialist qualification,Both sexes,Pohjois-Savo,Education,1,
2019,41 Specialist qualification,Both sexes,North Karelia,Education,,
2019,41 Specialist qualification,Both sexes,Central Finland,Education,8,
2019,41 Specialist qualification,Both sexes,South Ostrobothnia,Education,1,
2019,41 Specialist qualification,Both sexes,Ostrobothnia,Education,2,
2019,41 Specialist qualification,Both sexes,Central Ostrobothnia,Education,,
2019,41 Specialist qualification,Both sexes,North Ostrobothnia,Education,12,12
2019,41 Specialist qualification,Both sexes,Kainuu,Education,1,
2019,41 Specialist qualification,Both sexes,Lapland,Education,8,
2019,41 Specialist qualification,Both sexes,Åland,Education,,
2019,41 Specialist qualification,Both sexes,Unknown,Education,,
2019,41 Specialist qualification,Males,Total,Education,68,60
2019,41 Specialist qualification,Males,Uusimaa,Education,20,16
2019,41 Specialist qualification,Males,Varsinais-Suomi,Education,4,
2019,41 Specialist qualification,Males,Satakunta,Education,2,
2019,41 Specialist qualification,Males,Kanta-Häme,Education,4,
2019,41 Specialist qualification,Males,Pirkanmaa,Education,4,
2019,41 Specialist qualification,Males,Päijät-Häme,Education,2,
2019,41 Specialist qualification,Males,Kymenlaakso,Education,4,
2019,41 Specialist qualification,Males,South Karelia,Education,2,
2019,41 Specialist qualification,Males,Etelä-Savo,Education,,
2019,41 Specialist qualification,Males,Pohjois-Savo,Education,1,
2019,41 Specialist qualification,Males,North Karelia,Education,,
2019,41 Specialist qualification,Males,Central Finland,Education,8,
2019,41 Specialist qualification,Males,South Ostrobothnia,Education,,
2019,41 Specialist qualification,Males,Ostrobothnia,Education,1,
2019,41 Specialist qualification,Males,Central Ostrobothnia,Education,,
2019,41 Specialist qualification,Males,North Ostrobothnia,Education,10,10
2019,41 Specialist qualification,Males,Kainuu,Education,,
2019,41 Specialist qualification,Males,Lapland,Education,6,
2019,41 Specialist qualification,Males,Åland,Education,,
2019,41 Specialist qualification,Males,Unknown,Education,,
2019,41 Specialist qualification,Females,Total,Education,14,11
2019,41 Specialist qualification,Females,Uusimaa,Education,1,
2019,41 Specialist qualification,Females,Varsinais-Suomi,Education,1,
2019,41 Specialist qualification,Females,Satakunta,Education,1,
2019,41 Specialist qualification,Females,Kanta-Häme,Education,,
2019,41 Specialist qualification,Females,Pirkanmaa,Education,2,
2019,41 Specialist qualification,Females,Päijät-Häme,Education,,
2019,41 Specialist qualification,Females,Kymenlaakso,Education,1,
2019,41 Specialist qualification,Females,South Karelia,Education,1,
2019,41 Specialist qualification,Females,Etelä-Savo,Education,,
2019,41 Specialist qualification,Females,Pohjois-Savo,Education,,
2019,41 Specialist qualification,Females,North Karelia,Education,,
2019,41 Specialist qualification,Females,Central Finland,Education,,
2019,41 Specialist qualification,Females,South Ostrobothnia,Education,1,
2019,41 Specialist qualification,Females,Ostrobothnia,Education,1,
2019,41 Specialist qualification,Females,Central Ostrobothnia,Education,,
2019,41 Specialist qualification,Females,North Ostrobothnia,Education,2,
2019,41 Specialist qualification,Females,Kainuu,Education,1,
2019,41 Specialist qualification,Females,Lapland,Education,2,
2019,41 Specialist qualification,Females,Åland,Education,,
2019,41 Specialist qualification,Females,Unknown,Education,,
2019,51 Post-secondary non-higher vocational education,Both sexes,Total,Education,5,
2019,51 Post-secondary non-higher vocational education,Both sexes,Uusimaa,Education,3,
2019,51 Post-secondary non-higher vocational education,Both sexes,Varsinais-Suomi,Education,1,
2019,51 Post-secondary non-higher vocational education,Both sexes,Satakunta,Education,,
2019,51 Post-secondary non-higher vocational education,Both sexes,Kanta-Häme,Education,,
2019,51 Post-secondary non-higher vocational education,Both sexes,Pirkanmaa,Education,,
2019,51 Post-secondary non-higher vocational education,Both sexes,Päijät-Häme,Education,,
2019,51 Post-secondary non-higher vocational education,Both sexes,Kymenlaakso,Education,,
2019,51 Post-secondary non-higher vocational education,Both sexes,South Karelia,Education,,
2019,51 Post-secondary non-higher vocational education,Both sexes,Etelä-Savo,Education,,
2019,51 Post-secondary non-higher vocational education,Both sexes,Pohjois-Savo,Education,,
2019,51 Post-secondary non-higher vocational education,Both sexes,North Karelia,Education,1,
2019,51 Post-secondary non-higher vocational education,Both sexes,Central Finland,Education,,
2019,51 Post-secondary non-higher vocational education,Both sexes,South Ostrobothnia,Education,,
2019,51 Post-secondary non-higher vocational education,Both sexes,Ostrobothnia,Education,,
2019,51 Post-secondary non-higher vocational education,Both sexes,Central Ostrobothnia,Education,,
2019,51 Post-secondary non-higher vocational education,Both sexes,North Ostrobothnia,Education,,
2019,51 Post-secondary non-higher vocational education,Both sexes,Kainuu,Education,,
2019,51 Post-secondary non-higher vocational education,Both sexes,Lapland,Education,,
2019,51 Post-secondary non-higher vocational education,Both sexes,Åland,Education,,
2019,51 Post-secondary non-higher vocational education,Both sexes,Unknown,Education,,
2019,51 Post-secondary non-higher vocational education,Males,Total,Education,,
2019,51 Post-secondary non-higher vocational education,Males,Uusimaa,Education,,
2019,51 Post-secondary non-higher vocational education,Males,Varsinais-Suomi,Education,,
2019,51 Post-secondary non-higher vocational education,Males,Satakunta,Education,,
2019,51 Post-secondary non-higher vocational education,Males,Kanta-Häme,Education,,
2019,51 Post-secondary non-higher vocational education,Males,Pirkanmaa,Education,,
2019,51 Post-secondary non-higher vocational education,Males,Päijät-Häme,Education,,
2019,51 Post-secondary non-higher vocational education,Males,Kymenlaakso,Education,,
2019,51 Post-secondary non-higher vocational education,Males,South Karelia,Education,,
2019,51 Post-secondary non-higher vocational education,Males,Etelä-Savo,Education,,
2019,51 Post-secondary non-higher vocational education,Males,Pohjois-Savo,Education,,
2019,51 Post-secondary non-higher vocational education,Males,North Karelia,Education,,
2019,51 Post-secondary non-higher vocational education,Males,Central Finland,Education,,
2019,51 Post-secondary non-higher vocational education,Males,South Ostrobothnia,Education,,
2019,51 Post-secondary non-higher vocational education,Males,Ostrobothnia,Education,,
2019,51 Post-secondary non-higher vocational education,Males,Central Ostrobothnia,Education,,
2019,51 Post-secondary non-higher vocational education,Males,North Ostrobothnia,Education,,
2019,51 Post-secondary non-higher vocational education,Males,Kainuu,Education,,
2019,51 Post-secondary non-higher vocational education,Males,Lapland,Education,,
2019,51 Post-secondary non-higher vocational education,Males,Åland,Education,,
2019,51 Post-secondary non-higher vocational education,Males,Unknown,Education,,
2019,51 Post-secondary non-higher vocational education,Females,Total,Education,5,
2019,51 Post-secondary non-higher vocational education,Females,Uusimaa,Education,3,
2019,51 Post-secondary non-higher vocational education,Females,Varsinais-Suomi,Education,1,
2019,51 Post-secondary non-higher vocational education,Females,Satakunta,Education,,
2019,51 Post-secondary non-higher vocational education,Females,Kanta-Häme,Education,,
2019,51 Post-secondary non-higher vocational education,Females,Pirkanmaa,Education,,
2019,51 Post-secondary non-higher vocational education,Females,Päijät-Häme,Education,,
2019,51 Post-secondary non-higher vocational education,Females,Kymenlaakso,Education,,
2019,51 Post-secondary non-higher vocational education,Females,South Karelia,Education,,
2019,51 Post-secondary non-higher vocational education,Females,Etelä-Savo,Education,,
2019,51 Post-secondary non-higher vocational education,Females,Pohjois-Savo,Education,,
2019,51 Post-secondary non-higher vocational education,Females,North Karelia,Education,1,
2019,51 Post-secondary non-higher vocational education,Females,Central Finland,Education,,
2019,51 Post-secondary non-higher vocational education,Females,South Ostrobothnia,Education,,
2019,51 Post-secondary non-higher vocational education,Females,Ostrobothnia,Education,,
2019,51 Post-secondary non-higher vocational education,Females,Central Ostrobothnia,Education,,
2019,51 Post-secondary non-higher vocational education,Females,North Ostrobothnia,Education,,
2019,51 Post-secondary non-higher vocational education,Females,Kainuu,Education,,
2019,51 Post-secondary non-higher vocational education,Females,Lapland,Education,,
2019,51 Post-secondary non-higher vocational education,Females,Åland,Education,,
2019,51 Post-secondary non-higher vocational education,Females,Unknown,Education,,
2019,62 Polytechnic bachelor's degree,Both sexes,Total,Education,228,125
2019,62 Polytechnic bachelor's degree,Both sexes,Uusimaa,Education,90,45
2019,62 Polytechnic bachelor's degree,Both sexes,Varsinais-Suomi,Education,16,13
2019,62 Polytechnic bachelor's degree,Both sexes,Satakunta,Education,2,
2019,62 Polytechnic bachelor's degree,Both sexes,Kanta-Häme,Education,1,
2019,62 Polytechnic bachelor's degree,Both sexes,Pirkanmaa,Education,17,8
2019,62 Polytechnic bachelor's degree,Both sexes,Päijät-Häme,Education,4,
2019,62 Polytechnic bachelor's degree,Both sexes,Kymenlaakso,Education,1,
2019,62 Polytechnic bachelor's degree,Both sexes,South Karelia,Education,1,
2019,62 Polytechnic bachelor's degree,Both sexes,Etelä-Savo,Education,2,
2019,62 Polytechnic bachelor's degree,Both sexes,Pohjois-Savo,Education,18,9
2019,62 Polytechnic bachelor's degree,Both sexes,North Karelia,Education,9,
2019,62 Polytechnic bachelor's degree,Both sexes,Central Finland,Education,18,5
2019,62 Polytechnic bachelor's degree,Both sexes,South Ostrobothnia,Education,3,
2019,62 Polytechnic bachelor's degree,Both sexes,Ostrobothnia,Education,8,
2019,62 Polytechnic bachelor's degree,Both sexes,Central Ostrobothnia,Education,13,10
2019,62 Polytechnic bachelor's degree,Both sexes,North Ostrobothnia,Education,19,14
2019,62 Polytechnic bachelor's degree,Both sexes,Kainuu,Education,3,
2019,62 Polytechnic bachelor's degree,Both sexes,Lapland,Education,3,
2019,62 Polytechnic bachelor's degree,Both sexes,Åland,Education,,
2019,62 Polytechnic bachelor's degree,Both sexes,Unknown,Education,,
2019,62 Polytechnic bachelor's degree,Males,Total,Education,87,55
2019,62 Polytechnic bachelor's degree,Males,Uusimaa,Education,38,21
2019,62 Polytechnic bachelor's degree,Males,Varsinais-Suomi,Education,5,
2019,62 Polytechnic bachelor's degree,Males,Satakunta,Education,1,
2019,62 Polytechnic bachelor's degree,Males,Kanta-Häme,Education,,
2019,62 Polytechnic bachelor's degree,Males,Pirkanmaa,Education,6,
2019,62 Polytechnic bachelor's degree,Males,Päijät-Häme,Education,2,
2019,62 Polytechnic bachelor's degree,Males,Kymenlaakso,Education,,
2019,62 Polytechnic bachelor's degree,Males,South Karelia,Education,,
2019,62 Polytechnic bachelor's degree,Males,Etelä-Savo,Education,1,
2019,62 Polytechnic bachelor's degree,Males,Pohjois-Savo,Education,7,
2019,62 Polytechnic bachelor's degree,Males,North Karelia,Education,4,
2019,62 Polytechnic bachelor's degree,Males,Central Finland,Education,8,
2019,62 Polytechnic bachelor's degree,Males,South Ostrobothnia,Education,1,
2019,62 Polytechnic bachelor's degree,Males,Ostrobothnia,Education,3,
2019,62 Polytechnic bachelor's degree,Males,Central Ostrobothnia,Education,4,
2019,62 Polytechnic bachelor's degree,Males,North Ostrobothnia,Education,5,
2019,62 Polytechnic bachelor's degree,Males,Kainuu,Education,1,
2019,62 Polytechnic bachelor's degree,Males,Lapland,Education,1,
2019,62 Polytechnic bachelor's degree,Males,Åland,Education,,
2019,62 Polytechnic bachelor's degree,Males,Unknown,Education,,
2019,62 Polytechnic bachelor's degree,Females,Total,Education,141,70
2019,62 Polytechnic bachelor's degree,Females,Uusimaa,Education,52,24
2019,62 Polytechnic bachelor's degree,Females,Varsinais-Suomi,Education,11,8
2019,62 Polytechnic bachelor's degree,Females,Satakunta,Education,1,
2019,62 Polytechnic bachelor's degree,Females,Kanta-Häme,Education,1,
2019,62 Polytechnic bachelor's degree,Females,Pirkanmaa,Education,11,4
2019,62 Polytechnic bachelor's degree,Females,Päijät-Häme,Education,2,
2019,62 Polytechnic bachelor's degree,Females,Kymenlaakso,Education,1,
2019,62 Polytechnic bachelor's degree,Females,South Karelia,Education,1,
2019,62 Polytechnic bachelor's degree,Females,Etelä-Savo,Education,1,
2019,62 Polytechnic bachelor's degree,Females,Pohjois-Savo,Education,11,4
2019,62 Polytechnic bachelor's degree,Females,North Karelia,Education,5,
2019,62 Polytechnic bachelor's degree,Females,Central Finland,Education,10,2
2019,62 Polytechnic bachelor's degree,Females,South Ostrobothnia,Education,2,
2019,62 Polytechnic bachelor's degree,Females,Ostrobothnia,Education,5,
2019,62 Polytechnic bachelor's degree,Females,Central Ostrobothnia,Education,9,
2019,62 Polytechnic bachelor's degree,Females,North Ostrobothnia,Education,14,9
2019,62 Polytechnic bachelor's degree,Females,Kainuu,Education,2,
2019,62 Polytechnic bachelor's degree,Females,Lapland,Education,2,
2019,62 Polytechnic bachelor's degree,Females,Åland,Education,,
2019,62 Polytechnic bachelor's degree,Females,Unknown,Education,,
2019,63 University bachelor degree,Both sexes,Total,Education,1447,270
2019,63 University bachelor degree,Both sexes,Uusimaa,Education,378,105
2019,63 University bachelor degree,Both sexes,Varsinais-Suomi,Education,148,27
2019,63 University bachelor degree,Both sexes,Satakunta,Education,60,9
2019,63 University bachelor degree,Both sexes,Kanta-Häme,Education,13,3
2019,63 University bachelor degree,Both sexes,Pirkanmaa,Education,119,16
2019,63 University bachelor degree,Both sexes,Päijät-Häme,Education,16,3
2019,63 University bachelor degree,Both sexes,Kymenlaakso,Education,8,
2019,63 University bachelor degree,Both sexes,South Karelia,Education,20,8
2019,63 University bachelor degree,Both sexes,Etelä-Savo,Education,15,5
2019,63 University bachelor degree,Both sexes,Pohjois-Savo,Education,16,8
2019,63 University bachelor degree,Both sexes,North Karelia,Education,119,11
2019,63 University bachelor degree,Both sexes,Central Finland,Education,139,11
2019,63 University bachelor degree,Both sexes,South Ostrobothnia,Education,14,2
2019,63 University bachelor degree,Both sexes,Ostrobothnia,Education,90,19
2019,63 University bachelor degree,Both sexes,Central Ostrobothnia,Education,5,
2019,63 University bachelor degree,Both sexes,North Ostrobothnia,Education,204,18
2019,63 University bachelor degree,Both sexes,Kainuu,Education,10,7
2019,63 University bachelor degree,Both sexes,Lapland,Education,67,9
2019,63 University bachelor degree,Both sexes,Åland,Education,6,
2019,63 University bachelor degree,Both sexes,Unknown,Education,,
2019,63 University bachelor degree,Males,Total,Education,214,19
2019,63 University bachelor degree,Males,Uusimaa,Education,47,10
2019,63 University bachelor degree,Males,Varsinais-Suomi,Education,25,1
2019,63 University bachelor degree,Males,Satakunta,Education,15,
2019,63 University bachelor degree,Males,Kanta-Häme,Education,2,
2019,63 University bachelor degree,Males,Pirkanmaa,Education,12,2
2019,63 University bachelor degree,Males,Päijät-Häme,Education,1,
2019,63 University bachelor degree,Males,Kymenlaakso,Education,,
2019,63 University bachelor degree,Males,South Karelia,Education,2,
2019,63 University bachelor degree,Males,Etelä-Savo,Education,3,
2019,63 University bachelor degree,Males,Pohjois-Savo,Education,,
2019,63 University bachelor degree,Males,North Karelia,Education,18,
2019,63 University bachelor degree,Males,Central Finland,Education,20,1
2019,63 University bachelor degree,Males,South Ostrobothnia,Education,2,
2019,63 University bachelor degree,Males,Ostrobothnia,Education,25,2
2019,63 University bachelor degree,Males,Central Ostrobothnia,Education,1,
2019,63 University bachelor degree,Males,North Ostrobothnia,Education,22,1
2019,63 University bachelor degree,Males,Kainuu,Education,1,
2019,63 University bachelor degree,Males,Lapland,Education,18,
2019,63 University bachelor degree,Males,Åland,Education,,
2019,63 University bachelor degree,Males,Unknown,Education,,
2019,63 University bachelor degree,Females,Total,Education,1233,251
2019,63 University bachelor degree,Females,Uusimaa,Education,331,95
2019,63 University bachelor degree,Females,Varsinais-Suomi,Education,123,26
2019,63 University bachelor degree,Females,Satakunta,Education,45,9
2019,63 University bachelor degree,Females,Kanta-Häme,Education,11,2
2019,63 University bachelor degree,Females,Pirkanmaa,Education,107,14
2019,63 University bachelor degree,Females,Päijät-Häme,Education,15,3
2019,63 University bachelor degree,Females,Kymenlaakso,Education,8,
2019,63 University bachelor degree,Females,South Karelia,Education,18,8
2019,63 University bachelor degree,Females,Etelä-Savo,Education,12,4
2019,63 University bachelor degree,Females,Pohjois-Savo,Education,16,8
2019,63 University bachelor degree,Females,North Karelia,Education,101,11
2019,63 University bachelor degree,Females,Central Finland,Education,119,10
2019,63 University bachelor degree,Females,South Ostrobothnia,Education,12,2
2019,63 University bachelor degree,Females,Ostrobothnia,Education,65,17
2019,63 University bachelor degree,Females,Central Ostrobothnia,Education,4,
2019,63 University bachelor degree,Females,North Ostrobothnia,Education,182,17
2019,63 University bachelor degree,Females,Kainuu,Education,9,
2019,63 University bachelor degree,Females,Lapland,Education,49,9
2019,63 University bachelor degree,Females,Åland,Education,6,
2019,63 University bachelor degree,Females,Unknown,Education,,
2019,71 Higher polytechnic degree (Master),Both sexes,Total,Education,33,28
2019,71 Higher polytechnic degree (Master),Both sexes,Uusimaa,Education,9,
2019,71 Higher polytechnic degree (Master),Both sexes,Varsinais-Suomi,Education,4,
2019,71 Higher polytechnic degree (Master),Both sexes,Satakunta,Education,2,
2019,71 Higher polytechnic degree (Master),Both sexes,Kanta-Häme,Education,,
2019,71 Higher polytechnic degree (Master),Both sexes,Pirkanmaa,Education,5,
2019,71 Higher polytechnic degree (Master),Both sexes,Päijät-Häme,Education,,
2019,71 Higher polytechnic degree (Master),Both sexes,Kymenlaakso,Education,,
2019,71 Higher polytechnic degree (Master),Both sexes,South Karelia,Education,2,
2019,71 Higher polytechnic degree (Master),Both sexes,Etelä-Savo,Education,,
2019,71 Higher polytechnic degree (Master),Both sexes,Pohjois-Savo,Education,,
2019,71 Higher polytechnic degree (Master),Both sexes,North Karelia,Education,4,
2019,71 Higher polytechnic degree (Master),Both sexes,Central Finland,Education,1,
2019,71 Higher polytechnic degree (Master),Both sexes,South Ostrobothnia,Education,,
2019,71 Higher polytechnic degree (Master),Both sexes,Ostrobothnia,Education,1,
2019,71 Higher polytechnic degree (Master),Both sexes,Central Ostrobothnia,Education,,
2019,71 Higher polytechnic degree (Master),Both sexes,North Ostrobothnia,Education,3,
2019,71 Higher polytechnic degree (Master),Both sexes,Kainuu,Education,,
2019,71 Higher polytechnic degree (Master),Both sexes,Lapland,Education,2,
2019,71 Higher polytechnic degree (Master),Both sexes,Åland,Education,,
2019,71 Higher polytechnic degree (Master),Both sexes,Unknown,Education,,
2019,71 Higher polytechnic degree (Master),Males,Total,Education,8,
2019,71 Higher polytechnic degree (Master),Males,Uusimaa,Education,4,
2019,71 Higher polytechnic degree (Master),Males,Varsinais-Suomi,Education,,
2019,71 Higher polytechnic degree (Master),Males,Satakunta,Education,,
2019,71 Higher polytechnic degree (Master),Males,Kanta-Häme,Education,,
2019,71 Higher polytechnic degree (Master),Males,Pirkanmaa,Education,1,
2019,71 Higher polytechnic degree (Master),Males,Päijät-Häme,Education,,
2019,71 Higher polytechnic degree (Master),Males,Kymenlaakso,Education,,
2019,71 Higher polytechnic degree (Master),Males,South Karelia,Education,,
2019,71 Higher polytechnic degree (Master),Males,Etelä-Savo,Education,,
2019,71 Higher polytechnic degree (Master),Males,Pohjois-Savo,Education,,
2019,71 Higher polytechnic degree (Master),Males,North Karelia,Education,,
2019,71 Higher polytechnic degree (Master),Males,Central Finland,Education,,
2019,71 Higher polytechnic degree (Master),Males,South Ostrobothnia,Education,,
2019,71 Higher polytechnic degree (Master),Males,Ostrobothnia,Education,1,
2019,71 Higher polytechnic degree (Master),Males,Central Ostrobothnia,Education,,
2019,71 Higher polytechnic degree (Master),Males,North Ostrobothnia,Education,1,
2019,71 Higher polytechnic degree (Master),Males,Kainuu,Education,,
2019,71 Higher polytechnic degree (Master),Males,Lapland,Education,1,
2019,71 Higher polytechnic degree (Master),Males,Åland,Education,,
2019,71 Higher polytechnic degree (Master),Males,Unknown,Education,,
2019,71 Higher polytechnic degree (Master),Females,Total,Education,25,21
2019,71 Higher polytechnic degree (Master),Females,Uusimaa,Education,5,
2019,71 Higher polytechnic degree (Master),Females,Varsinais-Suomi,Education,4,
2019,71 Higher polytechnic degree (Master),Females,Satakunta,Education,2,
2019,71 Higher polytechnic degree (Master),Females,Kanta-Häme,Education,,
2019,71 Higher polytechnic degree (Master),Females,Pirkanmaa,Education,4,
2019,71 Higher polytechnic degree (Master),Females,Päijät-Häme,Education,,
2019,71 Higher polytechnic degree (Master),Females,Kymenlaakso,Education,,
2019,71 Higher polytechnic degree (Master),Females,South Karelia,Education,2,
2019,71 Higher polytechnic degree (Master),Females,Etelä-Savo,Education,,
2019,71 Higher polytechnic degree (Master),Females,Pohjois-Savo,Education,,
2019,71 Higher polytechnic degree (Master),Females,North Karelia,Education,4,
2019,71 Higher polytechnic degree (Master),Females,Central Finland,Education,1,
2019,71 Higher polytechnic degree (Master),Females,South Ostrobothnia,Education,,
2019,71 Higher polytechnic degree (Master),Females,Ostrobothnia,Education,,
2019,71 Higher polytechnic degree (Master),Females,Central Ostrobothnia,Education,,
2019,71 Higher polytechnic degree (Master),Females,North Ostrobothnia,Education,2,
2019,71 Higher polytechnic degree (Master),Females,Kainuu,Education,,
2019,71 Higher polytechnic degree (Master),Females,Lapland,Education,1,
2019,71 Higher polytechnic degree (Master),Females,Åland,Education,,
2019,71 Higher polytechnic degree (Master),Females,Unknown,Education,,
2019,72 Higher university degree (Master),Both sexes,Total,Education,1719,1426
2019,72 Higher university degree (Master),Both sexes,Uusimaa,Education,596,524
2019,72 Higher university degree (Master),Both sexes,Varsinais-Suomi,Education,147,122
2019,72 Higher university degree (Master),Both sexes,Satakunta,Education,34,33
2019,72 Higher university degree (Master),Both sexes,Kanta-Häme,Education,36,31
2019,72 Higher university degree (Master),Both sexes,Pirkanmaa,Education,164,129
2019,72 Higher university degree (Master),Both sexes,Päijät-Häme,Education,41,38
2019,72 Higher university degree (Master),Both sexes,Kymenlaakso,Education,32,32
